buid,Plan,Building,Tier,Category,Production Time,Resource Type,Resource,Resource Quantity,Resource Dependency
3-06-G-CMM,Master,Copper Mission,0,Port,N/A,Input Resource,Moonshine,1,Moonshine Factory
3-06-G-CMM,Master,Copper Mission,0,Port,N/A,Input Resource,Overalls,1,Fur Factory
3-06-G-CMM,Master,Copper Mission,0,Port,N/A,Input Resource,Rum,1,Rum Distillery
3-06-G-CMM,Master,Copper Mission,0,Port,N/A,Input Resource,Sausages,1,Butchery
3-06-G-CMM,Master,Copper Mission,0,Port,0,Output Resource,Steam Engine,1,N/A
2-07-T-CFI,Master,Cotton Mill,2,Overalls,N/A,Build Resource,Plank,8,Sawmill
2-07-T-CFI,Master,Cotton Mill,2,Overalls,N/A,Build Resource,Stone,7,Quarry
2-07-T-CFI,Master,Cotton Mill,2,Overalls,N/A,Build Resource,Brick,6,Brick Factory
2-07-T-CFI,Master,Cotton Mill,2,Overalls,N/A,Maintenance Resource,Bread,2,Bakery
2-07-T-CFI,Master,Cotton Mill,2,Overalls,N/A,Maintenance Resource,Beer,2,Brewery
2-07-T-CFI,Master,Cotton Mill,2,Overalls,N/A,Maintenance Resource,Clothes,2,Sewing Workshop
2-07-T-CFI,Master,Cotton Mill,2,Overalls,30,Output Resource,Calico,2,N/A
2-07-T-CFI,Master,Cotton Mill,2,Overalls,N/A,Input Resource,Cotton,1,Cotton Plantation
1-02-O-CMM,Master,Cotton Plantation,2,Overalls,N/A,Build Resource,Plank,8,Sawmill
1-02-O-CMM,Master,Cotton Plantation,2,Overalls,N/A,Build Resource,Stone,7,Quarry
1-02-O-CMM,Master,Cotton Plantation,2,Overalls,N/A,Maintenance Resource,Bread,1,Bakery
1-02-O-CMM,Master,Cotton Plantation,2,Overalls,N/A,Maintenance Resource,Beer,1,Brewery
1-02-O-CMM,Master,Cotton Plantation,2,Overalls,N/A,Maintenance Resource,Clothes,1,Sewing Workshop
1-02-O-CMM,Master,Cotton Plantation,2,Overalls,31,Output Resource,Cotton,2,N/A
1-02-O-CMM,Master,Cotton Plantation,2,Overalls,N/A,Input Resource,None,1,None
1-02-O-CPM,Master,Cow Farm,3,Steak & Leather,N/A,Build Resource,Plank,6,Sawmill
1-02-O-CPM,Master,Cow Farm,3,Steak & Leather,N/A,Build Resource,Brick,5,Brick Factory
1-02-O-CPM,Master,Cow Farm,3,Steak & Leather,N/A,Maintenance Resource,Sausages,1,Butchery
1-02-O-CPM,Master,Cow Farm,3,Steak & Leather,N/A,Maintenance Resource,Moonshine,1,Moonshine Factory
1-02-O-CPM,Master,Cow Farm,3,Steak & Leather,N/A,Maintenance Resource,Overalls,1,Fur Factory
1-02-O-CPM,Master,Cow Farm,3,Steak & Leather,N/A,Input Resource,None,0,None
1-02-O-CPM,Master,Cow Farm,3,Steak & Leather,31,Output Resource,Cow,2,N/A
1-02-O-CPM,Master,Cow Farm,3,Steak & Leather,31,Output Resource,Milk,2,N/A
3-11-CJ-CFM,Master,Curdling Factory,5,Cheese,N/A,Build Resource,Plank,16,Sawmill
3-11-CJ-CFM,Master,Curdling Factory,5,Cheese,N/A,Build Resource,Brick,20,Brick Factory
3-11-CJ-CFM,Master,Curdling Factory,5,Cheese,N/A,Build Resource,Steel Beams,12,Steelworks
3-11-CJ-CFM,Master,Curdling Factory,5,Cheese,N/A,Build Resource,Windows,8,Window Makers
3-11-CJ-CFM,Master,Curdling Factory,5,Cheese,N/A,Maintenance Resource,Canned Food,2,Cannery
3-11-CJ-CFM,Master,Curdling Factory,5,Cheese,N/A,Maintenance Resource,Wine,2,Winery
3-11-CJ-CFM,Master,Curdling Factory,5,Cheese,N/A,Maintenance Resource,Boots,2,Boot Factory
3-11-CJ-CFM,Master,Curdling Factory,5,Cheese,30,Output Resource,Curdling,1,N/A
3-11-CJ-CFM,Master,Curdling Factory,5,Cheese,N/A,Input Resource,Milk,1,Cow Farm
3-10-T-DFM,Master,Farm,1,Bread,N/A,Build Resource,Plank,4,Sawmill
3-10-T-DFM,Master,Farm,1,Bread,N/A,Build Resource,Stone,3,Quarry
3-10-T-DFM,Master,Farm,1,Bread,N/A,Maintenance Resource,Fish,1,Fishery
3-10-T-DFM,Master,Farm,1,Bread,N/A,Maintenance Resource,Water,1,Well
3-10-T-DFM,Master,Farm,1,Bread,31,Output Resource,Grain,2,N/A
3-10-T-DFM,Master,Farm,1,Bread,N/A,Input Resource,None,1,None
3-07-NH-FFM,Master,Felt Workshop,2,Overalls,N/A,Build Resource,Plank,8,Sawmill
3-07-NH-FFM,Master,Felt Workshop,2,Overalls,N/A,Build Resource,Stone,7,Quarry
3-07-NH-FFM,Master,Felt Workshop,2,Overalls,N/A,Build Resource,Brick,6,Brick Factory
3-07-NH-FFM,Master,Felt Workshop,2,Overalls,N/A,Maintenance Resource,Bread,2,Bakery
3-07-NH-FFM,Master,Felt Workshop,2,Overalls,N/A,Maintenance Resource,Beer,2,Brewery
3-07-NH-FFM,Master,Felt Workshop,2,Overalls,N/A,Maintenance Resource,Clothes,2,Sewing Workshop
3-07-NH-FFM,Master,Felt Workshop,2,Overalls,30,Output Resource,Felt,2,N/A
3-07-NH-FFM,Master,Felt Workshop,2,Overalls,N/A,Input Resource,Wool,1,Sheep Farm
3-11-LB-FFM,Master,Fishery,0,Fish,N/A,Build Resource,Plank,2,Sawmill
3-11-LB-FFM,Master,Fishery,0,Fish,N/A,Maintenance Resource,None,0,None
3-11-LB-FFM,Master,Fishery,0,Fish,30,Output Resource,Fish,1,N/A
3-11-LB-FFM,Master,Fishery,0,Fish,N/A,Input Resource,None,1,None
2-06-FB-FBKI,Master,Fur Factory,2,Overalls,N/A,Build Resource,Plank,16,Sawmill
2-06-FB-FBKI,Master,Fur Factory,2,Overalls,N/A,Build Resource,Stone,12,Quarry
2-06-FB-FBKI,Master,Fur Factory,2,Overalls,N/A,Build Resource,Brick,14,Brick Factory
2-06-FB-FBKI,Master,Fur Factory,2,Overalls,N/A,Maintenance Resource,Bread,3,Bakery
2-06-FB-FBKI,Master,Fur Factory,2,Overalls,N/A,Maintenance Resource,Beer,3,Brewery
2-06-FB-FBKI,Master,Fur Factory,2,Overalls,N/A,Maintenance Resource,Clothes,3,Sewing Workshop
2-06-FB-FBKI,Master,Fur Factory,2,Overalls,N/A,Input Resource,Calico,1,Cotton Mill
2-06-FB-FBKI,Master,Fur Factory,2,Overalls,N/A,Input Resource,Felt,1,Felt Workshop
2-06-FB-FBKI,Master,Fur Factory,2,Overalls,45,Output Resource,Overalls,3,N/A
1-02-O-FFM,Master,Furnace,2,Steel Beams,N/A,Build Resource,Plank,8,Sawmill
1-02-O-FFM,Master,Furnace,2,Steel Beams,N/A,Build Resource,Stone,7,Quarry
1-02-O-FFM,Master,Furnace,2,Steel Beams,N/A,Build Resource,Brick,6,Brick Factory
1-02-O-FFM,Master,Furnace,2,Steel Beams,N/A,Maintenance Resource,Sausages,1,Butchery
1-02-O-FFM,Master,Furnace,2,Steel Beams,N/A,Maintenance Resource,Moonshine,1,Moonshine Factory
1-02-O-FFM,Master,Furnace,2,Steel Beams,N/A,Maintenance Resource,Overalls,1,Fur Factory
1-02-O-FFM,Master,Furnace,2,Steel Beams,N/A,Input Resource,Coal,1,Coal Mine
1-02-O-FFM,Master,Furnace,2,Steel Beams,N/A,Input Resource,Iron,1,Iron Mine
1-02-O-FFM,Master,Furnace,2,Steel Beams,30,Output Resource,Steel,2,N/A
3-09-SE-GFM,Master,Glasses Factory,6,Glasses,N/A,Input Resource,Copper,2,Brass Smeltery
3-09-SE-GFM,Master,Glasses Factory,6,Glasses,N/A,Input Resource,Glass,2,Glassmakers
3-09-SE-GFM,Master,Glasses Factory,6,Glasses,N/A,Build Resource,Steel Beams,20,Steelworks
3-09-SE-GFM,Master,Glasses Factory,6,Glasses,N/A,Build Resource,Windows,18,Window Makers
3-09-SE-GFM,Master,Glasses Factory,6,Glasses,N/A,Build Resource,Concrete,22,Concrete Factory
3-09-SE-GFM,Master,Glasses Factory,6,Glasses,N/A,Maintenance Resource,Cheese,3,Cheese Factory
3-09-SE-GFM,Master,Glasses Factory,6,Glasses,N/A,Maintenance Resource,Rum,3,Rum Distillery
3-09-SE-GFM,Master,Glasses Factory,6,Glasses,N/A,Maintenance Resource,Suits,3,Tailor's Shop
3-09-SE-GFM,Master,Glasses Factory,6,Glasses,30,Output Resource,Glasses,3,N/A
1-06-G-GFM,Master,Glassmakers,3,Windows,N/A,Build Resource,Plank,8,Sawmill
1-06-G-GFM,Master,Glassmakers,3,Windows,N/A,Build Resource,Stone,4,Quarry
1-06-G-GFM,Master,Glassmakers,3,Windows,N/A,Build Resource,Brick,4,Brick Factory
1-06-G-GFM,Master,Glassmakers,3,Windows,N/A,Build Resource,Steel Beams,2,Steelworks
1-06-G-GFM,Master,Glassmakers,3,Windows,N/A,Maintenance Resource,Steak,1,Steakhouse
1-06-G-GFM,Master,Glassmakers,3,Windows,N/A,Maintenance Resource,Milk Can,1,Milk Farm
1-06-G-GFM,Master,Glassmakers,3,Windows,N/A,Maintenance Resource,Vest,1,Leather Workshop
1-06-G-GFM,Master,Glassmakers,3,Windows,30,Output Resource,Glass,1,N/A
1-06-G-GFM,Master,Glassmakers,3,Windows,N/A,Input Resource,Sand,1,Sand Mine
2-08-H-GPFI,Master,Hat Fabric,7,Hat,N/A,Input Resource,Calico,1,Cotton Mill
2-08-H-GPFI,Master,Hat Fabric,7,Hat,N/A,Build Resource,Steel Beams,20,Steelworks
2-08-H-GPFI,Master,Hat Fabric,7,Hat,N/A,Build Resource,Windows,18,Window Makers
2-08-H-GPFI,Master,Hat Fabric,7,Hat,N/A,Build Resource,Concrete,22,Concrete Factory
2-08-H-GPFI,Master,Hat Fabric,7,Hat,N/A,Maintenance Resource,Meat Pie,2,Meat Pie Bakery
2-08-H-GPFI,Master,Hat Fabric,7,Hat,N/A,Maintenance Resource,Lemonade,2,Lemonade Factory*
2-08-H-GPFI,Master,Hat Fabric,7,Hat,N/A,Maintenance Resource,Glasses,2,Glasses Factory
2-08-H-GPFI,Master,Hat Fabric,7,Hat,75,Output Resource,Hat,2,N/A
2-08-H-GPFI,Master,Hat Fabric,7,Hat,N/A,Input Resource,Satin,1,Satin Fabric
2-08-H-HKI,Master,Iron Mine,2,Steel Beams,N/A,Build Resource,Plank,6,Sawmill
2-08-H-HKI,Master,Iron Mine,2,Steel Beams,N/A,Build Resource,Stone,5,Quarry
2-08-H-HKI,Master,Iron Mine,2,Steel Beams,N/A,Maintenance Resource,Sausages,1,Butchery
2-08-H-HKI,Master,Iron Mine,2,Steel Beams,N/A,Maintenance Resource,Moonshine,1,Moonshine Factory
2-08-H-HKI,Master,Iron Mine,2,Steel Beams,N/A,Maintenance Resource,Overalls,1,Fur Factory
2-08-H-HKI,Master,Iron Mine,2,Steel Beams,60,Output Resource,Iron,1,N/A
2-08-H-HKI,Master,Iron Mine,2,Steel Beams,N/A,Input Resource,None,1,None
3-02-SB-IMM,Master,Kerosene Factory,7,Kerosene Lamp,N/A,Input Resource,Coal,1,Coal Mine
3-02-SB-IMM,Master,Kerosene Factory,7,Kerosene Lamp,N/A,Build Resource,Steel Beams,20,Steelworks
3-02-SB-IMM,Master,Kerosene Factory,7,Kerosene Lamp,N/A,Build Resource,Windows,18,Window Makers
3-02-SB-IMM,Master,Kerosene Factory,7,Kerosene Lamp,N/A,Build Resource,Concrete,22,Concrete Factory
3-02-SB-IMM,Master,Kerosene Factory,7,Kerosene Lamp,N/A,Maintenance Resource,Chocolate,1,Chocolate Factory
3-02-SB-IMM,Master,Kerosene Factory,7,Kerosene Lamp,N/A,Maintenance Resource,Coffee,1,Coffee Plantation*
3-02-SB-IMM,Master,Kerosene Factory,7,Kerosene Lamp,N/A,Maintenance Resource,Hat,1,Hat Fabric
3-02-SB-IMM,Master,Kerosene Factory,7,Kerosene Lamp,30,Output Resource,Kerosene,1,N/A
3-02-SB-IMM,Master,Kerosene Factory,7,Kerosene Lamp,N/A,Input Resource,Oil,1,Oil Well
1-07-KL-KFM,Master,Kerosene Lamp Factory,7,Kerosene Lamp,N/A,Input Resource,Copper Pipes,1,Pipe Mill
1-07-KL-KFM,Master,Kerosene Lamp Factory,7,Kerosene Lamp,N/A,Input Resource,Glass,1,Glassmakers
1-07-KL-KFM,Master,Kerosene Lamp Factory,7,Kerosene Lamp,N/A,Input Resource,Kerosene,1,Kerosene Factory
1-07-KL-KFM,Master,Kerosene Lamp Factory,7,Kerosene Lamp,N/A,Build Resource,Steel Beams,30,Steelworks
1-07-KL-KFM,Master,Kerosene Lamp Factory,7,Kerosene Lamp,N/A,Build Resource,Windows,28,Window Makers
1-07-KL-KFM,Master,Kerosene Lamp Factory,7,Kerosene Lamp,N/A,Build Resource,Concrete,32,Concrete Factory
1-07-KL-KFM,Master,Kerosene Lamp Factory,7,Kerosene Lamp,N/A,Maintenance Resource,Chocolate,2,Chocolate Factory
1-07-KL-KFM,Master,Kerosene Lamp Factory,7,Kerosene Lamp,N/A,Maintenance Resource,Coffee,2,Coffee Plantation*
1-07-KL-KFM,Master,Kerosene Lamp Factory,7,Kerosene Lamp,N/A,Maintenance Resource,Hat,2,Hat Fabric
1-07-KL-KFM,Master,Kerosene Lamp Factory,7,Kerosene Lamp,45,Output Resource,Kerosene Lamp,2,N/A
1-07-KL-KLFM,Master,Leather Workshop,3,Vest,N/A,Build Resource,Plank,16,Sawmill
1-07-KL-KLFM,Master,Leather Workshop,3,Vest,N/A,Build Resource,Stone,14,Quarry
1-07-KL-KLFM,Master,Leather Workshop,3,Vest,N/A,Build Resource,Brick,20,Brick Factory
1-07-KL-KLFM,Master,Leather Workshop,3,Vest,N/A,Build Resource,Steel Beams,16,Steelworks
1-07-KL-KLFM,Master,Leather Workshop,3,Vest,N/A,Maintenance Resource,Sausages,2,Butchery
1-07-KL-KLFM,Master,Leather Workshop,3,Vest,N/A,Maintenance Resource,Moonshine,2,Moonshine Factory
1-07-KL-KLFM,Master,Leather Workshop,3,Vest,N/A,Maintenance Resource,Overalls,2,Fur Factory
1-07-KL-KLFM,Master,Leather Workshop,3,Vest,N/A,Input Resource,Tanned Leather,1,Tannery
1-07-KL-KLFM,Master,Leather Workshop,3,Vest,45,Output Resource,Vest,2,N/A
2-07-LP-LPFI,Master,Limestone Mission,0,Port,0,Output Resource,Concrete,1,N/A
2-07-LP-LPFI,Master,Limestone Mission,0,Port,N/A,Input Resource,Rum,1,Rum Distillery
2-07-LP-LPFI,Master,Limestone Mission,0,Port,N/A,Input Resource,Steam Engine,1,Steam Engine Factory
1-00-P-LMM,Master,Limestone Quarry,5,Concrete,N/A,Build Resource,Plank,12,Sawmill
1-00-P-LMM,Master,Limestone Quarry,5,Concrete,N/A,Build Resource,Stone,11,Quarry
1-00-P-LMM,Master,Limestone Quarry,5,Concrete,N/A,Build Resource,Brick,6,Brick Factory
1-00-P-LMM,Master,Limestone Quarry,5,Concrete,N/A,Maintenance Resource,Cheese,1,Cheese Factory
1-00-P-LMM,Master,Limestone Quarry,5,Concrete,N/A,Maintenance Resource,Rum,1,Rum Distillery
1-00-P-LMM,Master,Limestone Quarry,5,Concrete,N/A,Maintenance Resource,Suits,1,Tailor's Shop
1-00-P-LMM,Master,Limestone Quarry,5,Concrete,60,Output Resource,Limestone,1,N/A
1-00-P-LMM,Master,Limestone Quarry,5,Concrete,N/A,Input Resource,None,1,None
1-05-C-LQM,Master,Linen Mill,5,Suits,N/A,Build Resource,Plank,16,Sawmill
1-05-C-LQM,Master,Linen Mill,5,Suits,N/A,Build Resource,Brick,20,Brick Factory
1-05-C-LQM,Master,Linen Mill,5,Suits,N/A,Build Resource,Steel Beams,12,Steelworks
1-05-C-LQM,Master,Linen Mill,5,Suits,N/A,Build Resource,Windows,8,Window Makers
1-05-C-LQM,Master,Linen Mill,5,Suits,N/A,Maintenance Resource,Canned Food,2,Cannery
1-05-C-LQM,Master,Linen Mill,5,Suits,N/A,Maintenance Resource,Wine,2,Winery
1-05-C-LQM,Master,Linen Mill,5,Suits,N/A,Maintenance Resource,Boots,2,Boot Factory
1-05-C-LQM,Master,Linen Mill,5,Suits,N/A,Input Resource,Linseed,1,Linseed Farm
1-05-C-LQM,Master,Linen Mill,5,Suits,30,Output Resource,Linen,1,N/A
1-05-S-LMM,Master,Linseed Farm,5,Suits,N/A,Build Resource,Plank,8,Sawmill
1-05-S-LMM,Master,Linseed Farm,5,Suits,N/A,Build Resource,Brick,7,Brick Factory
1-05-S-LMM,Master,Linseed Farm,5,Suits,N/A,Build Resource,Windows,4,Window Makers
1-05-S-LMM,Master,Linseed Farm,5,Suits,N/A,Maintenance Resource,Canned Food,1,Cannery
1-05-S-LMM,Master,Linseed Farm,5,Suits,N/A,Maintenance Resource,Wine,1,Winery
1-05-S-LMM,Master,Linseed Farm,5,Suits,N/A,Maintenance Resource,Boots,1,Boot Factory
1-05-S-LMM,Master,Linseed Farm,5,Suits,N/A,Input Resource,None,1,None
1-05-S-LMM,Master,Linseed Farm,5,Suits,31,Output Resource,Linseed,2,N/A
1-05-S-LFM,Master,Lumber Camp,0,Plank,N/A,Build Resource,Plank,2,Sawmill
1-05-S-LFM,Master,Lumber Camp,0,Plank,N/A,Maintenance Resource,None,0,None
1-05-S-LFM,Master,Lumber Camp,0,Plank,N/A,Input Resource,None,1,None
1-05-S-LFM,Master,Lumber Camp,0,Plank,60,Output Resource,Tree,2,N/A
3-11-C-MWM,Master,Meat Pie Bakery,6,Meat Pie,N/A,Build Resource,Steel Beams,12,Steelworks
3-11-C-MWM,Master,Meat Pie Bakery,6,Meat Pie,N/A,Build Resource,Windows,8,Window Makers
3-11-C-MWM,Master,Meat Pie Bakery,6,Meat Pie,N/A,Build Resource,Concrete,20,Concrete Factory
3-11-C-MWM,Master,Meat Pie Bakery,6,Meat Pie,N/A,Maintenance Resource,Cheese,2,Cheese Factory
3-11-C-MWM,Master,Meat Pie Bakery,6,Meat Pie,N/A,Maintenance Resource,Rum,2,Rum Distillery
3-11-C-MWM,Master,Meat Pie Bakery,6,Meat Pie,N/A,Maintenance Resource,Suits,2,Tailor's Shop
3-11-C-MWM,Master,Meat Pie Bakery,6,Meat Pie,45,Output Resource,Meat Pie,1,N/A
3-11-C-MWM,Master,Meat Pie Bakery,6,Meat Pie,N/A,Input Resource,Stuffing,1,Stuffing Workshop
1-06-MP-MPBM,Master,Milk Farm,3,Milk Can,N/A,Input Resource,Can,1,Can Factory
1-06-MP-MPBM,Master,Milk Farm,3,Milk Can,N/A,Build Resource,Plank,16,Sawmill
1-06-MP-MPBM,Master,Milk Farm,3,Milk Can,N/A,Build Resource,Stone,14,Quarry
1-06-MP-MPBM,Master,Milk Farm,3,Milk Can,N/A,Build Resource,Brick,20,Brick Factory
1-06-MP-MPBM,Master,Milk Farm,3,Milk Can,N/A,Build Resource,Steel Beams,16,Steelworks
1-06-MP-MPBM,Master,Milk Farm,3,Milk Can,N/A,Maintenance Resource,Sausages,2,Butchery
1-06-MP-MPBM,Master,Milk Farm,3,Milk Can,N/A,Maintenance Resource,Moonshine,2,Moonshine Factory
1-06-MP-MPBM,Master,Milk Farm,3,Milk Can,N/A,Maintenance Resource,Overalls,2,Fur Factory
1-06-MP-MPBM,Master,Milk Farm,3,Milk Can,N/A,Input Resource,Milk,1,Cow Farm
1-06-MP-MPBM,Master,Milk Farm,3,Milk Can,45,Output Resource,Milk Can,2,N/A
3-03-MC-MFM,Master,Mill,1,Bread,N/A,Build Resource,Plank,4,Sawmill
3-03-MC-MFM,Master,Mill,1,Bread,N/A,Build Resource,Stone,3,Quarry
3-03-MC-MFM,Master,Mill,1,Bread,N/A,Maintenance Resource,Fish,2,Fishery
3-03-MC-MFM,Master,Mill,1,Bread,N/A,Maintenance Resource,Water,2,Well
3-03-MC-MFM,Master,Mill,1,Bread,N/A,Input Resource,Grain,1,Farm
3-03-MC-MFM,Master,Mill,1,Bread,30,Output Resource,Meal,2,N/A
3-08-C-MM,Master,Moonshine Factory,2,Moonshine,N/A,Build Resource,Plank,16,Sawmill
3-08-C-MM,Master,Moonshine Factory,2,Moonshine,N/A,Build Resource,Stone,14,Quarry
3-08-C-MM,Master,Moonshine Factory,2,Moonshine,N/A,Build Resource,Brick,12,Brick Factory
3-08-C-MM,Master,Moonshine Factory,2,Moonshine,N/A,Maintenance Resource,Bread,3,Bakery
3-08-C-MM,Master,Moonshine Factory,2,Moonshine,N/A,Maintenance Resource,Beer,3,Brewery
3-08-C-MM,Master,Moonshine Factory,2,Moonshine,N/A,Maintenance Resource,Clothes,3,Sewing Workshop
3-08-C-MM,Master,Moonshine Factory,2,Moonshine,45,Output Resource,Moonshine,3,N/A
3-08-C-MM,Master,Moonshine Factory,2,Moonshine,N/A,Input Resource,Potato,1,Potato Farm
3-08-C-MM,Master,Moonshine Factory,2,Moonshine,N/A,Input Resource,Sugar Cane,1,Sugar Cane Plantation
1-02-M-MFM,Master,Mountains,0,Port,0,Output Resource,Train,1,N/A
2-08-O-OWI,Master,Pig Farm,2,Sausages,N/A,Build Resource,Plank,6,Sawmill
2-08-O-OWI,Master,Pig Farm,2,Sausages,N/A,Build Resource,Stone,5,Quarry
2-08-O-OWI,Master,Pig Farm,2,Sausages,N/A,Maintenance Resource,Bread,1,Bakery
2-08-O-OWI,Master,Pig Farm,2,Sausages,N/A,Maintenance Resource,Beer,1,Brewery
2-08-O-OWI,Master,Pig Farm,2,Sausages,N/A,Maintenance Resource,Clothes,1,Sewing Workshop
2-08-O-OWI,Master,Pig Farm,2,Sausages,N/A,Input Resource,Grain,2,Farm
2-08-O-OWI,Master,Pig Farm,2,Sausages,30,Output Resource,Pig,1,N/A
2-08-O-OWI,Master,Pig Farm,2,Sausages,N/A,Input Resource,Water,1,Well
3-02-S-PFM,Master,Pillar,2,Pillar,N/A,Input Resource,Any,1,None
3-02-S-PFM,Master,Pillar,2,Pillar,2,Output Resource,Any,1,N/A
3-02-S-PFM,Master,Pillar,2,Pillar,N/A,Build Resource,Plank,3,Sawmill
3-02-S-PFM,Master,Pillar,2,Pillar,N/A,Build Resource,Stone,1,Quarry
3-02-S-PFM,Master,Pillar,2,Pillar,N/A,Maintenance Resource,None,0,None
1-02-P-PM,Master,Pipe Mill,6,Steam Engine,N/A,Input Resource,Copper,1,Brass Smeltery
1-02-P-PM,Master,Pipe Mill,6,Steam Engine,30,Output Resource,Copper Pipes,1,N/A
1-02-P-PM,Master,Pipe Mill,6,Steam Engine,N/A,Build Resource,Steel Beams,12,Steelworks
1-02-P-PM,Master,Pipe Mill,6,Steam Engine,N/A,Build Resource,Windows,8,Window Makers
1-02-P-PM,Master,Pipe Mill,6,Steam Engine,N/A,Build Resource,Concrete,20,Concrete Factory
1-02-P-PM,Master,Pipe Mill,6,Steam Engine,N/A,Maintenance Resource,Meat Pie,1,Meat Pie Bakery
1-02-P-PM,Master,Pipe Mill,6,Steam Engine,N/A,Maintenance Resource,Lemonade,1,Lemonade Factory*
1-02-P-PM,Master,Pipe Mill,6,Steam Engine,N/A,Maintenance Resource,Glasses,1,Glasses Factory
2-06-P-PDI,Master,Port,0,Port,0,Output Resource,Caoutchouc,1,N/A
2-06-P-PDI,Master,Port,0,Port,0,Output Resource,Cocoa,1,N/A
2-06-P-PDI,Master,Port,0,Port,0,Output Resource,Coffee,1,N/A
2-06-P-PDI,Master,Port,0,Port,N/A,Input Resource,Cotton,1,Cotton Plantation
2-06-P-PDI,Master,Port,0,Port,0,Output Resource,Lemonade,1,N/A
2-06-P-PDI,Master,Port,0,Port,0,Output Resource,Oil,1,N/A
2-06-P-PDI,Master,Port,0,Port,0,Output Resource,Rum,1,N/A
2-06-P-PDI,Master,Port,0,Port,N/A,Input Resource,Steam Engine,1,Steam Engine Factory
2-00-P-PI,Master,Potato Farm,2,Moonshine,N/A,Build Resource,Plank,6,Sawmill
2-00-P-PI,Master,Potato Farm,2,Moonshine,N/A,Build Resource,Stone,5,Quarry
2-00-P-PI,Master,Potato Farm,2,Moonshine,N/A,Maintenance Resource,Bread,1,Bakery
2-00-P-PI,Master,Potato Farm,2,Moonshine,N/A,Maintenance Resource,Beer,1,Brewery
2-00-P-PI,Master,Potato Farm,2,Moonshine,N/A,Maintenance Resource,Clothes,1,Sewing Workshop
2-00-P-PI,Master,Potato Farm,2,Moonshine,N/A,Input Resource,None,1,None
2-00-P-PI,Master,Potato Farm,2,Moonshine,31,Output Resource,Potato,2,N/A
1-02-M-PFM,Master,Promenade,8,Promenade,N/A,Build Resource,Plank,50,Sawmill
1-02-M-PFM,Master,Promenade,8,Promenade,N/A,Build Resource,Stone,125,Quarry
1-02-M-PFM,Master,Promenade,8,Promenade,N/A,Build Resource,Steel Beams,30,Steelworks
1-02-M-PFM,Master,Promenade,8,Promenade,N/A,Build Resource,Kerosene Lamp,60,Kerosene Lamp Factory
1-02-M-PFM,Master,Promenade,8,Promenade,N/A,Maintenance Resource,None,0,None
1-02-M-PFM,Master,Promenade,8,Promenade,0,Output Resource,None,0,N/A
1-02-M-PFM,Master,Promenade,8,Promenade,N/A,Input Resource,None,0,None
1-08-P-PM,Master,Quarry,0,Stone,N/A,Build Resource,Plank,2,Sawmill
1-08-P-PM,Master,Quarry,0,Stone,N/A,Maintenance Resource,None,0,None
1-08-P-PM,Master,Quarry,0,Stone,N/A,Input Resource,None,1,None
1-08-P-PM,Master,Quarry,0,Stone,75,Output Resource,Stone,1,N/A
3-07-FP-RPM,Master,Red Pepper Farm,4,Canned Food,N/A,Build Resource,Plank,8,Sawmill
3-07-FP-RPM,Master,Red Pepper Farm,4,Canned Food,N/A,Build Resource,Brick,7,Brick Factory
3-07-FP-RPM,Master,Red Pepper Farm,4,Canned Food,N/A,Build Resource,Windows,4,Window Makers
3-07-FP-RPM,Master,Red Pepper Farm,4,Canned Food,N/A,Maintenance Resource,Steak,1,Steakhouse
3-07-FP-RPM,Master,Red Pepper Farm,4,Canned Food,N/A,Maintenance Resource,Milk Can,1,Milk Farm
3-07-FP-RPM,Master,Red Pepper Farm,4,Canned Food,N/A,Maintenance Resource,Vest,1,Leather Workshop
3-07-FP-RPM,Master,Red Pepper Farm,4,Canned Food,N/A,Input Resource,None,1,None
3-07-FP-RPM,Master,Red Pepper Farm,4,Canned Food,31,Output Resource,Red Pepper,2,N/A
3-09-R-RFM,Master,Rope Workshop,4,Rope,N/A,Build Resource,Plank,8,Sawmill
3-09-R-RFM,Master,Rope Workshop,4,Rope,N/A,Build Resource,Brick,7,Brick Factory
3-09-R-RFM,Master,Rope Workshop,4,Rope,N/A,Build Resource,Windows,4,Window Makers
3-09-R-RFM,Master,Rope Workshop,4,Rope,N/A,Maintenance Resource,Canned Food,1,Cannery
3-09-R-RFM,Master,Rope Workshop,4,Rope,N/A,Maintenance Resource,Wine,1,Winery
3-09-R-RFM,Master,Rope Workshop,4,Rope,N/A,Maintenance Resource,Boots,1,Boot Factory
3-09-R-RFM,Master,Rope Workshop,4,Rope,N/A,Input Resource,Cotton,1,Cotton Plantation
3-09-R-RFM,Master,Rope Workshop,4,Rope,30,Output Resource,Rope,1,N/A
1-04-R-RWM,Master,Rum Distillery,5,Rum,N/A,Build Resource,Steel Beams,20,Steelworks
1-04-R-RWM,Master,Rum Distillery,5,Rum,N/A,Build Resource,Windows,18,Window Makers
1-04-R-RWM,Master,Rum Distillery,5,Rum,N/A,Build Resource,Concrete,22,Concrete Factory
1-04-R-RWM,Master,Rum Distillery,5,Rum,N/A,Maintenance Resource,Canned Food,2,Cannery
1-04-R-RWM,Master,Rum Distillery,5,Rum,N/A,Maintenance Resource,Wine,2,Winery
1-04-R-RWM,Master,Rum Distillery,5,Rum,N/A,Maintenance Resource,Boots,2,Boot Factory
1-04-R-RWM,Master,Rum Distillery,5,Rum,45,Output Resource,Rum,3,N/A
